uuid,generation,location,parent-uuids,genetic-operators,push-program-size,plush-genome-size,push-program,plush-genome,total-error,TC0,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TC26,TC27,TC28,TC29,TC30,TC31,TC32,TC33,TC34,TC35,TC36,TC37,TC38,TC39,TC40,TC41,TC42,TC43,TC44,TC45,TC46,TC47,TC48,TC49,TC50,TC51,TC52,TC53,TC54,TC55,TC56,TC57,TC58,TC59,TC60,TC61,TC62,TC63,TC64,TC65,TC66,TC67,TC68,TC69,TC70,TC71,TC72,TC73,TC74,TC75,TC76,TC77,TC78,TC79,TC80,TC81,TC82,TC83,TC84,TC85,TC86,TC87,TC88,TC89,TC90,TC91,TC92,TC93,TC94,TC95,TC96,TC97,TC98,TC99,TC100,TC101,TC102,TC103,TC104,TC105,TC106,TC107,TC108,TC109,TC110,TC111,TC112,TC113,TC114,TC115,TC116,TC117,TC118,TC119,TC120,TC121,TC122,TC123,TC124,TC125,TC126,TC127,TC128,TC129,TC130,TC131,TC132,TC133,TC134,TC135,TC136,TC137,TC138,TC139,TC140,TC141,TC142,TC143,TC144,TC145,TC146,TC147,TC148,TC149,TC150,TC151,TC152,TC153,TC154,TC155,TC156,TC157,TC158,TC159,TC160,TC161,TC162,TC163,TC164,TC165,TC166,TC167,TC168,TC169,TC170,TC171,TC172,TC173,TC174,TC175,TC176,TC177,TC178,TC179,TC180,TC181,TC182,TC183,TC184,TC185,TC186,TC187,TC188,TC189,TC190,TC191,TC192,TC193,TC194,TC195,TC196,TC197,TC198,TC199,TC200,TC201,TC202,TC203,TC204,TC205,TC206,TC207,TC208,TC209,TC210,TC211,TC212,TC213,TC214,TC215,TC216,TC217,TC218,TC219,TC220,TC221,TC222,TC223,TC224,TC225,TC226,TC227,TC228,TC229,TC230,TC231,TC232,TC233,TC234,TC235,TC236,TC237,TC238,TC239,TC240,TC241,TC242,TC243,TC244,TC245,TC246,TC247,TC248,TC249,TC250,TC251,TC252,TC253,TC254,TC255,TC256,TC257,TC258,TC259,TC260,TC261,TC262,TC263,TC264,TC265,TC266,TC267,TC268,TC269,TC270,TC271,TC272,TC273,TC274,TC275,TC276,TC277,TC278,TC279,TC280,TC281,TC282,TC283,TC284,TC285,TC286,TC287,TC288,TC289,TC290,TC291,TC292,TC293,TC294,TC295,TC296,TC297,TC298,TC299,TC300,TC301,TC302,TC303,TC304,TC305,TC306,TC307,TC308,TC309,TC310,TC311,TC312,TC313,TC314,TC315,TC316,TC317,TC318,TC319,TC320,TC321,TC322,TC323,TC324,TC325,TC326,TC327,TC328,TC329,TC330,TC331,TC332,TC333,TC334,TC335,TC336,TC337,TC338,TC339,TC340,TC341,TC342,TC343,TC344,TC345,TC346,TC347,TC348,TC349,TC350,TC351,TC352,TC353,TC354,TC355,TC356,TC357,TC358,TC359,TC360,TC361,TC362,TC363,TC364,TC365,TC366,TC367,TC368,TC369,TC370,TC371,TC372,TC373,TC374,TC375,TC376,TC377,TC378,TC379,TC380,TC381,TC382,TC383,TC384,TC385,TC386,TC387,TC388,TC389,TC390,TC391,TC392,TC393,TC394,TC395,TC396,TC397,TC398,TC399,TC400,TC401,TC402,TC403,TC404,TC405,TC406,TC407,TC408,TC409,TC410,TC411,TC412,TC413,TC414,TC415,TC416,TC417,TC418,TC419,TC420,TC421,TC422,TC423,TC424,TC425,TC426,TC427,TC428,TC429,TC430,TC431,TC432,TC433,TC434,TC435,TC436,TC437,TC438,TC439,TC440,TC441,TC442,TC443,TC444,TC445,TC446,TC447,TC448,TC449,TC450,TC451,TC452,TC453,TC454,TC455,TC456,TC457,TC458,TC459,TC460,TC461,TC462,TC463,TC464,TC465,TC466,TC467,TC468,TC469,TC470,TC471,TC472,TC473,TC474,TC475,TC476,TC477,TC478,TC479,TC480,TC481,TC482,TC483,TC484,TC485,TC486,TC487,TC488,TC489,TC490,TC491,TC492,TC493,TC494,TC495,TC496,TC497,TC498,TC499,TC500,TC501,TC502,TC503,TC504,TC505,TC506,TC507,TC508,TC509,TC510,TC511,TC512,TC513,TC514,TC515,TC516,TC517,TC518,TC519,TC520,TC521,TC522,TC523,TC524,TC525,TC526,TC527,TC528,TC529,TC530,TC531,TC532,TC533,TC534,TC535,TC536,TC537,TC538,TC539,TC540,TC541,TC542,TC543,TC544,TC545,TC546,TC547,TC548,TC549,TC550,TC551,TC552,TC553,TC554,TC555,TC556,TC557,TC558,TC559,TC560,TC561,TC562,TC563,TC564,TC565,TC566,TC567,TC568,TC569,TC570,TC571,TC572,TC573,TC574,TC575,TC576,TC577,TC578,TC579,TC580,TC581,TC582,TC583,TC584,TC585,TC586,TC587,TC588,TC589,TC590,TC591,TC592,TC593,TC594,TC595,TC596,TC597,TC598,TC599,TC600,TC601,TC602,TC603,TC604,TC605,TC606,TC607,TC608,TC609,TC610,TC611,TC612,TC613,TC614,TC615,TC616,TC617,TC618,TC619,TC620,TC621,TC622,TC623,TC624,TC625,TC626,TC627,TC628,TC629,TC630,TC631,TC632,TC633,TC634,TC635,TC636,TC637,TC638,TC639,TC640,TC641,TC642,TC643,TC644,TC645,TC646,TC647,TC648,TC649,TC650,TC651,TC652,TC653,TC654,TC655,TC656,TC657,TC658,TC659,TC660,TC661,TC662,TC663,TC664,TC665,TC666,TC667,TC668,TC669,TC670,TC671,TC672,TC673,TC674,TC675,TC676,TC677,TC678,TC679,TC680,TC681,TC682,TC683,TC684,TC685,TC686,TC687,TC688,TC689,TC690,TC691,TC692,TC693,TC694,TC695,TC696,TC697,TC698,TC699,TC700,TC701,TC702,TC703,TC704,TC705,TC706,TC707,TC708,TC709,TC710,TC711,TC712,TC713,TC714,TC715,TC716,TC717,TC718,TC719,TC720,TC721,TC722,TC723,TC724,TC725,TC726,TC727,TC728,TC729,TC730,TC731,TC732,TC733,TC734,TC735,TC736,TC737,TC738,TC739,TC740,TC741,TC742,TC743,TC744,TC745
a54b1cde-2562-4ce3-b898-6ebd6fba629a,0,0,[],:random,8,7,(vector_boolean_conj string_replace integer_dup vector_float_shove vector_float_conj vector_float_flush genome_uniform_float_mutation),[{:instruction vector_boolean_conj} {:instruction string_replace} {:instruction integer_dup} {:instruction vector_float_shove} {:instruction vector_float_conj} {:instruction vector_float_flush} {:instruction genome_uniform_float_mutation}],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ba06f6d8-64b0-4647-83cd-57ff80e1b535,0,1,[],:random,48,47,(genome_uniform_deletion string_conjchar vector_string_take gtm_dub2 code_do*range vector_integer_first vector_boolean_length boolean_or string_swap vector_integer_remove genome_genesis boolean_rot exec_dup_items vector_integer_nth vector_string_pushall genome_unsilence gtm_blank0 vector_float_shove boolean_shove environment_end exec_noop vector_string_rest string_parse_to_chars float_max string_emptystring vector_float_flush vector_integer_replace vector_string_stackdepth integer_tag_float_instruction code_do* code_extract exec_pop (float_max vector_integer_dup integer_eq exec_yank vector_float_swap zip_insert_right_fromcode vector_float_replacefirst vector_boolean_indexof float_add char_isletter code_rand_atom char_allfromstring genome_eq vector_integer_set)),[{:instruction genome_uniform_deletion} {:instruction string_conjchar} {:instruction vector_string_take} {:instruction gtm_dub2} {:instruction code_do*range} {:instruction vector_integer_first} {:instruction vector_boolean_length} {:instruction boolean_or} {:instruction string_swap} {:instruction vector_integer_remove} {:instruction genome_genesis} {:instruction boolean_rot} {:instruction exec_dup_items} {:instruction vector_integer_nth} {:instruction vector_string_pushall} {:instruction genome_unsilence} {:instruction gtm_blank0} {:instruction vector_float_shove} {:instruction boolean_shove} {:instruction environment_end} {:instruction exec_noop} {:instruction vector_string_rest} {:instruction string_parse_to_chars} {:instruction float_max} {:instruction noop_delete_prev_paren_pair} {:instruction string_emptystring} {:instruction vector_float_flush} {:instruction vector_integer_replace} {:instruction vector_string_stackdepth} {:instruction integer_tag_float_instruction} {:instruction code_do*} {:instruction code_extract} {:instruction exec_pop} {:instruction float_max} {:instruction vector_integer_dup} {:instruction integer_eq} {:instruction exec_yank} {:instruction vector_float_swap} {:instruction zip_insert_right_fromcode} {:instruction vector_float_replacefirst} {:instruction vector_boolean_indexof} {:instruction float_add} {:instruction char_isletter} {:instruction code_rand_atom} {:instruction char_allfromstring} {:instruction genome_eq} {:instruction vector_integer_set}],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
